,id,age,capitalgain,capitalloss,country,education,educationnum,fnlwgt,hours,maritalstatus,occupation,race,relationship,salary,sex,workclass
1173,16889,40,3103,0, United-States, Masters,14,167081,50, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Self-emp-not-inc
1174,9744,33,0,0, France, HS-grad,9,193246,55, Never-married, Exec-managerial, White, Not-in-family, <=50K, Male, Self-emp-not-inc
1175,19323,39,0,0, Iran, Bachelors,13,315640,60, Never-married, Sales, Asian-Pac-Islander, Own-child, <=50K, Male, Self-emp-not-inc
1176,31974,23,0,0, United-States, Some-college,10,263886,20, Never-married, Sales, Black, Not-in-family, <=50K, Female, Private
1177,21426,55,0,0, United-States, HS-grad,9,238216,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1178,12854,37,0,0, Mexico, Prof-school,15,148266,6, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
1179,29722,18,0,0, United-States, Some-college,10,152246,16, Never-married, Other-service, Asian-Pac-Islander, Own-child, <=50K, Male, Private
1180,28354,38,0,0, United-States, Assoc-voc,11,103474,40, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Private
1181,6124,56,0,0, United-States, HS-grad,9,87584,40, Widowed, Other-service, White, Unmarried, <=50K, Female, Private
1182,21096,60,0,0, United-States, 7th-8th,4,165441,40, Divorced, Machine-op-inspct, White, Unmarried, <=50K, Female, Private
1183,6485,54,0,0, United-States, HS-grad,9,51048,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Federal-gov
1184,7623,35,0,0, United-States, HS-grad,9,133906,40, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Private
1185,24632,48,0,0, United-States, Doctorate,16,106377,65, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, State-gov
1186,17118,35,0,0, United-States, HS-grad,9,209609,60, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Private
1187,32077,59,0,0, United-States, Some-college,10,293971,40, Married-civ-spouse, Tech-support, White, Husband, >50K, Male, Federal-gov
1188,18557,26,0,0, India, Bachelors,13,147719,20, Never-married, Prof-specialty, Asian-Pac-Islander, Not-in-family, <=50K, Male, State-gov
1189,1470,40,7298,0, United-States, Assoc-acdm,12,228535,36, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
1190,9150,21,4101,0, United-States, HS-grad,9,20728,40, Never-married, Sales, White, Own-child, <=50K, Female, Private
1191,32208,33,0,0, United-States, Some-college,10,256362,35, Never-married, Other-service, White, Not-in-family, <=50K, Male, Private
1192,29778,26,0,0, ?, Assoc-acdm,12,130620,40, Married-spouse-absent, Craft-repair, Asian-Pac-Islander, Other-relative, <=50K, Female, Private
1193,30769,53,0,1902, United-States, Masters,14,110977,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1194,1250,32,0,0, United-States, HS-grad,9,209432,40, Never-married, Handlers-cleaners, White, Own-child, <=50K, Female, Private
1195,5968,21,0,0, United-States, Assoc-voc,11,90935,40, Never-married, Transport-moving, White, Own-child, <=50K, Male, Private
1196,9517,40,0,0, United-States, HS-grad,9,96129,72, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
1197,5030,17,0,0, United-States, 12th,8,121037,15, Never-married, Sales, White, Own-child, <=50K, Female, Private
1198,22062,28,0,0, Haiti, Assoc-acdm,12,210945,35, Married-civ-spouse, Adm-clerical, Black, Wife, <=50K, Female, Private
1199,11746,33,0,0, United-States, Bachelors,13,167309,40, Never-married, Adm-clerical, White, Not-in-family, <=50K, Male, Private
1200,29278,39,0,0, United-States, HS-grad,9,115422,30, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Private
1201,10165,27,0,0, United-States, HS-grad,9,127833,40, Never-married, Adm-clerical, Black, Own-child, <=50K, Female, Private
1202,15106,44,0,0, United-States, Some-college,10,456236,45, Divorced, Sales, White, Own-child, >50K, Male, Self-emp-inc
1203,3092,48,0,1977, United-States, Prof-school,15,331482,40, Married-civ-spouse, Tech-support, White, Husband, >50K, Male, Private
1204,18241,58,0,0, United-States, Masters,14,142924,24, Never-married, Adm-clerical, White, Not-in-family, >50K, Female, Private
1205,24340,43,0,0, United-States, Some-college,10,273230,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1206,31501,23,0,0, United-States, Bachelors,13,208908,30, Never-married, Other-service, White, Not-in-family, <=50K, Female, Private
1207,13185,31,0,0, United-States, HS-grad,9,159737,58, Never-married, Sales, Black, Unmarried, <=50K, Female, Private
1208,26612,45,0,0, United-States, Masters,14,33798,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Local-gov
1209,31348,39,0,0, United-States, Bachelors,13,456922,40, Divorced, Tech-support, White, Not-in-family, <=50K, Male, Private
1210,10607,50,0,0, United-States, Some-college,10,158284,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1211,7056,50,0,0, United-States, HS-grad,9,133963,35, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Private
1212,19082,21,0,0, United-States, Some-college,10,211301,8, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
1213,4921,41,0,0, United-States, HS-grad,9,178983,40, Married-civ-spouse, Adm-clerical, White, Wife, <=50K, Female, Private
1214,31030,31,0,0, United-States, Some-college,10,218322,30, Never-married, Other-service, White, Not-in-family, <=50K, Male, Private
1215,1015,38,0,0, United-States, Masters,14,173208,25, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Private
1216,15110,53,0,0, United-States, 11th,7,167065,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1217,31176,19,0,0, United-States, HS-grad,9,124265,50, Never-married, Sales, White, Own-child, <=50K, Male, Private
1218,26783,54,0,0, Cuba, Assoc-acdm,12,230767,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1219,5000,58,0,0, United-States, Some-college,10,54947,55, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Local-gov
1220,28155,31,0,0, United-States, HS-grad,9,594187,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1221,25812,57,0,0, United-States, HS-grad,9,343447,40, Divorced, Protective-serv, White, Not-in-family, <=50K, Female, Local-gov
1222,2345,44,15024,0, United-States, Masters,14,198282,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1223,24478,43,0,1902, United-States, HS-grad,9,113324,40, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
1224,3697,23,0,0, Mexico, 9th,5,407684,40, Never-married, Machine-op-inspct, White, Other-relative, <=50K, Female, Private
1225,10257,45,0,0, United-States, 10th,6,253116,40, Divorced, Other-service, Black, Unmarried, <=50K, Female, Private
1226,11645,23,0,1974, United-States, Some-college,10,275818,40, Never-married, Sales, White, Not-in-family, <=50K, Female, Private
1227,21722,38,0,0, United-States, Assoc-voc,11,213716,30, Divorced, Other-service, White, Not-in-family, <=50K, Female, Private
1228,16484,31,0,0, United-States, HS-grad,9,152156,45, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1229,15749,56,0,0, United-States, HS-grad,9,282023,40, Married-civ-spouse, Adm-clerical, White, Husband, <=50K, Male, Private
1230,21233,51,0,0, United-States, HS-grad,9,135102,65, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Self-emp-not-inc
1231,21874,35,0,0, United-States, Some-college,10,287658,40, Never-married, Adm-clerical, Black, Unmarried, <=50K, Male, Private
1232,25466,56,15024,0, United-States, Bachelors,13,109856,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Self-emp-inc
1233,8360,35,4386,0, United-States, Bachelors,13,36214,47, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1234,11949,25,0,0, United-States, Bachelors,13,361307,40, Never-married, Sales, White, Own-child, <=50K, Female, Private
1235,4665,22,0,0, United-States, HS-grad,9,183970,40, Never-married, Handlers-cleaners, Black, Own-child, <=50K, Male, Private
1236,27603,75,0,0, United-States, HS-grad,9,81534,35, Widowed, Sales, Asian-Pac-Islander, Other-relative, >50K, Male, Self-emp-inc
1237,25229,18,0,0, United-States, Some-college,10,164441,38, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
1238,8607,30,4650,0, United-States, HS-grad,9,124420,40, Divorced, Exec-managerial, White, Not-in-family, <=50K, Male, Self-emp-inc
1239,2229,42,0,0, United-States, Assoc-acdm,12,99254,40, Married-civ-spouse, Adm-clerical, Black, Wife, >50K, Female, Private
1240,140,49,0,0, United-States, Some-college,10,81973,40, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Husband, >50K, Male, Private
1241,308,46,0,0, United-States, Assoc-acdm,12,83082,33, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Private
1242,22101,38,0,0, United-States, HS-grad,9,164898,40, Never-married, Craft-repair, White, Not-in-family, <=50K, Male, Private
1243,24381,38,0,0, United-States, Bachelors,13,165472,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
1244,10110,56,0,0, United-States, Bachelors,13,275236,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1245,782,28,0,1669, United-States, Assoc-voc,11,196690,42, Never-married, Machine-op-inspct, White, Not-in-family, <=50K, Female, Private
1246,26776,62,0,0, United-States, HS-grad,9,197514,16, Married-civ-spouse, Sales, White, Wife, <=50K, Female, Private
1247,29539,22,0,0, United-States, Some-college,10,32616,30, Never-married, Other-service, White, Not-in-family, <=50K, Female, Private
1248,4208,64,0,0, United-States, Bachelors,13,321166,5, Divorced, Sales, White, Not-in-family, <=50K, Female, Private
1249,2715,24,0,0, United-States, 11th,7,265567,35, Never-married, Craft-repair, White, Own-child, <=50K, Male, Private
1250,26120,18,0,0, United-States, 10th,6,344742,40, Never-married, ?, White, Own-child, <=50K, Male, ?
1251,19884,21,0,0, Mexico, 5th-6th,3,308237,40, Married-civ-spouse, Handlers-cleaners, White, Husband, <=50K, Male, Private
1252,20912,47,0,0, United-States, HS-grad,9,147236,40, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
1253,10046,20,2176,0, United-States, Some-college,10,56322,25, Never-married, Other-service, White, Own-child, <=50K, Male, Private
1254,15771,43,0,0, United-States, HS-grad,9,128354,40, Divorced, Exec-managerial, White, Not-in-family, <=50K, Female, Private
1255,26200,43,0,0, United-States, Bachelors,13,113324,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Local-gov
1256,18397,49,0,1672, United-States, HS-grad,9,208872,98, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
1257,5538,44,0,0, United-States, Masters,14,167265,60, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, State-gov
1258,16649,52,0,0, United-States, 11th,7,196894,40, Separated, Handlers-cleaners, White, Unmarried, <=50K, Male, Private
1259,14202,30,1151,0, United-States, HS-grad,9,149368,30, Divorced, Sales, White, Unmarried, <=50K, Male, Private
1260,18081,47,99999,0, United-States, Prof-school,15,354148,48, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
1261,21571,34,0,0, United-States, HS-grad,9,287315,40, Divorced, Machine-op-inspct, White, Not-in-family, <=50K, Male, Private
1262,30399,61,0,0, United-States, HS-grad,9,103575,37, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1263,5225,51,0,0, United-States, Bachelors,13,193720,45, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1264,17718,30,0,0, Taiwan, Bachelors,13,33811,40, Married-civ-spouse, ?, Other, Wife, >50K, Female, ?
1265,27401,35,0,0, United-States, HS-grad,9,82622,40, Never-married, Other-service, White, Own-child, <=50K, Male, Private
1266,29290,30,4787,0, United-States, Assoc-acdm,12,331419,50, Never-married, Craft-repair, White, Not-in-family, >50K, Male, Private
1267,4073,34,0,0, United-States, HS-grad,9,146589,40, Never-married, ?, Black, Unmarried, <=50K, Female, ?
1268,22435,45,0,0, United-States, Masters,14,168262,40, Divorced, Prof-specialty, White, Not-in-family, <=50K, Male, Private
1269,2821,32,0,0, United-States, Bachelors,13,454508,40, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Federal-gov
1270,860,49,0,0, United-States, Bachelors,13,38563,56, Never-married, Exec-managerial, White, Not-in-family, >50K, Female, Private
1271,20979,39,0,0, United-States, Masters,14,180477,60, Never-married, Prof-specialty, White, Not-in-family, >50K, Male, Private
1272,21817,39,0,0, United-States, Some-college,10,183620,40, Never-married, Protective-serv, Black, Not-in-family, >50K, Female, Local-gov
1273,7829,46,0,0, United-States, Masters,14,124071,44, Widowed, Prof-specialty, White, Not-in-family, <=50K, Female, Private
1274,16951,55,0,0, United-States, HS-grad,9,123515,40, Divorced, Adm-clerical, White, Not-in-family, <=50K, Female, Private
1275,26209,36,0,0, United-States, Doctorate,16,347491,35, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Self-emp-not-inc
1276,22611,38,0,0, Italy, Some-college,10,185556,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1277,25848,58,0,0, United-States, Masters,14,170108,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1278,7290,28,0,0, Haiti, Some-college,10,125159,40, Never-married, Adm-clerical, Black, Other-relative, <=50K, Male, Local-gov
1279,5172,21,0,0, United-States, HS-grad,9,64520,55, Never-married, Sales, White, Not-in-family, <=50K, Male, Private
1280,7588,39,0,0, United-States, HS-grad,9,178815,55, Never-married, Sales, White, Not-in-family, <=50K, Male, Private
1281,25564,49,0,0, United-States, HS-grad,9,206947,40, Divorced, Adm-clerical, White, Not-in-family, <=50K, Female, Private
1282,3347,27,0,0, United-States, Assoc-voc,11,58654,40, Separated, Adm-clerical, White, Unmarried, <=50K, Female, Private
1283,14777,34,0,0, United-States, 11th,7,184942,50, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Private
1284,8994,39,0,0, United-States, Assoc-voc,11,67136,40, Separated, Adm-clerical, Asian-Pac-Islander, Not-in-family, <=50K, Male, Private
1285,29030,45,0,0, ?, Some-college,10,138962,72, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Husband, <=50K, Male, Self-emp-not-inc
1286,20560,24,0,0, United-States, Some-college,10,220323,40, Married-civ-spouse, Prof-specialty, Black, Husband, <=50K, Male, Private
1287,32537,34,0,0, United-States, Bachelors,13,160216,55, Never-married, Exec-managerial, White, Not-in-family, >50K, Female, Private
1288,8023,32,0,0, United-States, 11th,7,123971,49, Divorced, ?, White, Not-in-family, <=50K, Female, ?
1289,26030,52,0,0, United-States, Assoc-voc,11,165278,40, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Self-emp-not-inc
1290,28775,51,5013,0, India, Masters,14,123053,40, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband, <=50K, Male, Private
1291,16775,38,0,0, United-States, HS-grad,9,31053,40, Divorced, Exec-managerial, White, Unmarried, <=50K, Female, Private
1292,32541,45,0,0, United-States, HS-grad,9,252208,40, Separated, Adm-clerical, White, Own-child, <=50K, Female, State-gov
1293,4011,22,0,0, United-States, Some-college,10,400966,40, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
1294,10026,45,0,0, United-States, Bachelors,13,102359,37, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Local-gov
1295,30280,29,0,0, England, Bachelors,13,375482,50, Never-married, Prof-specialty, White, Not-in-family, <=50K, Male, Private
1296,30124,63,7688,0, United-States, 7th-8th,4,29859,60, Married-civ-spouse, Farming-fishing, White, Husband, >50K, Male, Self-emp-not-inc
1297,21241,46,0,0, United-States, Prof-school,15,203067,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
1298,15662,52,0,0, United-States, Bachelors,13,191529,40, Divorced, Farming-fishing, White, Not-in-family, <=50K, Male, Private
1299,17169,63,0,0, United-States, HS-grad,9,64448,40, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
1300,2316,58,0,0, United-States, Some-college,10,131608,40, Widowed, Craft-repair, White, Not-in-family, <=50K, Male, Private
1301,14876,25,0,0, United-States, Some-college,10,339956,40, Married-civ-spouse, Protective-serv, Black, Husband, <=50K, Male, Federal-gov
1302,2273,19,0,1602, United-States, Some-college,10,242941,10, Never-married, Sales, White, Own-child, <=50K, Female, Private
1303,8548,38,0,0, United-States, HS-grad,9,175120,40, Divorced, Craft-repair, White, Not-in-family, <=50K, Male, Private
1304,483,28,0,0, United-States, Bachelors,13,70100,20, Never-married, Prof-specialty, White, Not-in-family, <=50K, Male, State-gov
1305,21222,47,0,0, United-States, Some-college,10,158451,45, Divorced, Other-service, White, Not-in-family, <=50K, Female, Self-emp-not-inc
1306,1944,46,7688,0, United-States, HS-grad,9,243190,40, Married-civ-spouse, Adm-clerical, White, Wife, >50K, Female, Private
1307,19436,49,0,0, United-States, 10th,6,411273,40, Divorced, Machine-op-inspct, Black, Not-in-family, <=50K, Male, Private
1308,23854,63,0,0, United-States, HS-grad,9,221592,40, Married-civ-spouse, ?, White, Husband, >50K, Male, ?
1309,28617,46,0,0, United-States, Assoc-acdm,12,181363,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
1310,24298,32,25236,0, United-States, Assoc-acdm,12,170154,50, Separated, Exec-managerial, White, Unmarried, >50K, Female, Private
1311,18333,42,0,0, United-States, Bachelors,13,100793,60, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Local-gov
1312,31213,47,0,1672, United-States, Assoc-acdm,12,107231,65, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Self-emp-not-inc
1313,29850,27,0,0, United-States, Some-college,10,190391,40, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Private
1314,30100,57,0,0, United-States, Masters,14,49893,60, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
1315,26631,26,0,0, United-States, Bachelors,13,137658,45, Never-married, Exec-managerial, White, Not-in-family, <=50K, Female, Private
1316,10400,46,0,0, Philippines, Bachelors,13,182533,40, Never-married, Adm-clerical, Asian-Pac-Islander, Unmarried, <=50K, Female, Private
1317,29331,37,0,0, United-States, Some-college,10,212437,48, Widowed, Machine-op-inspct, Black, Unmarried, <=50K, Female, Private
1318,21309,18,0,0, United-States, 12th,8,137363,20, Never-married, Other-service, White, Own-child, <=50K, Female, Private
1319,2305,45,0,1902, United-States, Bachelors,13,246891,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
1320,6429,19,0,0, United-States, HS-grad,9,121972,40, Never-married, Other-service, Black, Own-child, <=50K, Male, Private
1321,26178,62,0,0, United-States, Some-college,10,311495,40, Divorced, Exec-managerial, White, Not-in-family, <=50K, Female, Private
1322,5140,40,0,0, United-States, Assoc-voc,11,270324,30, Married-civ-spouse, Other-service, Black, Husband, <=50K, Male, State-gov
1323,12568,41,7298,0, United-States, HS-grad,9,116797,50, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
1324,31112,22,99999,0, United-States, Some-college,10,214014,55, Never-married, Sales, Black, Own-child, >50K, Male, Self-emp-not-inc
1325,24003,41,0,0, United-States, HS-grad,9,152636,50, Divorced, Craft-repair, White, Unmarried, <=50K, Female, Private
1326,18161,44,0,0, United-States, Some-college,10,121781,37, Divorced, Adm-clerical, Asian-Pac-Islander, Not-in-family, <=50K, Female, Private
1327,30003,18,0,0, United-States, 11th,7,279593,2, Never-married, Prof-specialty, White, Own-child, <=50K, Female, Private
1328,24737,17,0,0, United-States, HS-grad,9,276718,20, Never-married, Adm-clerical, White, Own-child, <=50K, Male, Private
1329,26952,56,0,0, United-States, HS-grad,9,164332,15, Married-civ-spouse, Sales, White, Wife, <=50K, Female, Private
1330,11933,21,0,0, United-States, HS-grad,9,221418,40, Never-married, Other-service, White, Own-child, <=50K, Female, Private
1331,29978,45,0,0, United-States, Masters,14,61885,37, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Local-gov
1332,25236,36,0,0, ?, HS-grad,9,31438,43, Divorced, Transport-moving, White, Unmarried, <=50K, Male, Private
1333,30725,46,0,0, United-States, HS-grad,9,116789,40, Married-civ-spouse, Adm-clerical, White, Husband, >50K, Male, Private
1334,21651,36,0,0, United-States, HS-grad,9,215503,65, Never-married, Craft-repair, White, Not-in-family, <=50K, Male, Private
1335,8531,28,0,1980, United-States, Assoc-acdm,12,304960,40, Never-married, Adm-clerical, White, Not-in-family, <=50K, Female, Local-gov
1336,13579,22,0,0, United-States, Some-college,10,60552,40, Never-married, Sales, White, Own-child, <=50K, Female, Private
1337,10058,42,0,0, United-States, Some-college,10,170649,60, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
1338,11574,23,0,0, United-States, HS-grad,9,232512,40, Separated, ?, White, Own-child, <=50K, Female, ?
1339,29046,21,0,0, United-States, HS-grad,9,221661,35, Never-married, Sales, White, Own-child, <=50K, Female, Private
1340,13716,20,0,0, United-States, HS-grad,9,314422,30, Never-married, Sales, White, Own-child, <=50K, Female, Private
1341,13337,47,0,0, United-States, Some-college,10,28035,86, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
1342,1346,35,0,0, United-States, Bachelors,13,184117,40, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
1343,7841,38,0,0, United-States, Bachelors,13,120074,50, Married-civ-spouse, Machine-op-inspct, White, Husband, >50K, Male, Private
1344,22632,64,0,0, United-States, HS-grad,9,36960,40, Married-civ-spouse, Farming-fishing, White, Husband, >50K, Male, Self-emp-not-inc
1345,19650,19,0,0, United-States, HS-grad,9,188864,20, Never-married, Sales, Black, Unmarried, <=50K, Female, Private
1346,17060,45,0,0, United-States, Some-college,10,26781,40, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Husband, <=50K, Male, Self-emp-not-inc
1347,9542,39,0,0, United-States, Some-college,10,98587,45, Divorced, Prof-specialty, White, Own-child, <=50K, Female, Local-gov
1348,25950,46,0,0, Ireland, 9th,5,117313,40, Separated, Machine-op-inspct, White, Not-in-family, <=50K, Female, Private
1349,18844,35,0,0, United-States, Assoc-acdm,12,318891,40, Widowed, Exec-managerial, White, Not-in-family, <=50K, Female, State-gov
1350,18702,34,0,0, United-States, Bachelors,13,209213,15, Never-married, Prof-specialty, Black, Other-relative, <=50K, Male, Local-gov
1351,8664,35,0,0, United-States, Some-college,10,35626,15, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, State-gov
1352,29926,43,0,0, United-States, HS-grad,9,323713,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1353,11609,50,0,0, United-States, HS-grad,9,98228,45, Divorced, Sales, White, Unmarried, <=50K, Female, Private
1354,5527,20,0,0, United-States, Some-college,10,201680,35, Never-married, ?, White, Own-child, <=50K, Male, ?
1355,10115,43,25236,0, United-States, Doctorate,16,261929,64, Married-spouse-absent, Prof-specialty, White, Unmarried, >50K, Male, State-gov
1356,4612,41,0,0, United-States, HS-grad,9,147314,50, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Husband, <=50K, Male, Private
1357,17056,26,0,0, United-States, Some-college,10,182308,40, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Private
1358,23561,45,0,0, United-States, Some-college,10,58683,40, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Self-emp-not-inc
1359,16645,44,0,0, United-States, HS-grad,9,395078,40, Divorced, Adm-clerical, White, Not-in-family, <=50K, Female, State-gov
1360,20913,42,0,0, United-States, Some-college,10,145175,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
1361,5985,24,0,0, United-States, Bachelors,13,203518,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Private
1362,22499,45,0,0, United-States, Bachelors,13,222011,40, Married-civ-spouse, Handlers-cleaners, White, Husband, <=50K, Male, Federal-gov
1363,12743,21,0,0, United-States, HS-grad,9,230429,35, Never-married, Craft-repair, White, Not-in-family, <=50K, Male, Private
1364,10135,26,0,0, United-States, HS-grad,9,252406,40, Separated, Adm-clerical, White, Unmarried, <=50K, Female, Private
1365,3937,46,0,0, United-States, Assoc-voc,11,295791,38, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, State-gov
1366,26610,18,0,0, United-States, HS-grad,9,147612,8, Never-married, Farming-fishing, White, Own-child, <=50K, Female, Self-emp-inc
1367,15887,22,0,0, United-States, Some-college,10,32921,20, Never-married, Farming-fishing, White, Own-child, <=50K, Male, Self-emp-not-inc
1368,3885,51,0,0, United-States, Masters,14,116286,60, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Local-gov
1369,26123,47,0,0, United-States, HS-grad,9,119939,40, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
1370,4023,31,0,0, United-States, Assoc-voc,11,163303,38, Divorced, Sales, White, Own-child, <=50K, Female, Private
1371,16581,35,0,0, United-States, Some-college,10,29874,40, Married-civ-spouse, Handlers-cleaners, White, Husband, <=50K, Male, Private
1372,9526,33,0,0, China, HS-grad,9,143582,48, Separated, Other-service, Asian-Pac-Islander, Unmarried, <=50K, Female, Private
1373,20880,53,0,1977, United-States, HS-grad,9,271544,40, Married-civ-spouse, Adm-clerical, Black, Husband, >50K, Male, Federal-gov
1374,55,47,0,0, United-States, HS-grad,9,109832,60, Divorced, Exec-managerial, White, Not-in-family, <=50K, Male, Self-emp-inc
1375,14609,23,0,0, United-States, HS-grad,9,62278,40, Never-married, Craft-repair, White, Unmarried, <=50K, Male, Private
1376,6020,29,0,0, United-States, Assoc-acdm,12,179008,50, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Self-emp-not-inc
1377,18634,36,7298,0, United-States, Bachelors,13,182898,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Self-emp-not-inc
1378,23239,39,6849,0, United-States, HS-grad,9,106183,40, Divorced, Other-service, Amer-Indian-Eskimo, Unmarried, <=50K, Female, Private
1379,28280,34,0,0, United-States, Some-college,10,284703,52, Married-civ-spouse, Machine-op-inspct, Black, Husband, <=50K, Male, Federal-gov
1380,3053,30,0,0, United-States, Some-college,10,107793,56, Married-civ-spouse, Transport-moving, White, Husband, >50K, Male, Private
1381,7982,24,0,0, United-States, Some-college,10,249957,40, Never-married, Exec-managerial, White, Own-child, <=50K, Male, Private
1382,10095,19,0,0, United-States, Some-college,10,167428,40, Never-married, ?, White, Own-child, <=50K, Male, ?
1383,3311,36,0,0, United-States, Some-college,10,173804,35, Never-married, Sales, White, Not-in-family, <=50K, Female, Private
1384,16982,71,0,0, United-States, 9th,5,217971,13, Widowed, Sales, White, Unmarried, <=50K, Female, Private
1385,2923,56,0,0, United-States, HS-grad,9,170148,40, Divorced, Craft-repair, Black, Unmarried, <=50K, Male, Private
1386,10393,39,0,0, United-States, HS-grad,9,127772,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
1387,6527,63,0,0, United-States, 10th,6,264600,45, Married-civ-spouse, Adm-clerical, White, Husband, <=50K, Male, Private
1388,16410,45,0,0, United-States, Bachelors,13,33234,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, Self-emp-not-inc
1389,18420,30,0,0, United-States, Bachelors,13,114691,40, Never-married, Adm-clerical, White, Other-relative, <=50K, Male, Private
1390,17392,21,0,0, United-States, Some-college,10,85733,40, Never-married, ?, White, Own-child, <=50K, Female, ?
1391,7564,45,0,0, United-States, Some-college,10,168837,40, Divorced, Sales, White, Unmarried, <=50K, Female, Private
1392,21635,38,0,0, Scotland, HS-grad,9,179668,40, Married-civ-spouse, Protective-serv, White, Husband, <=50K, Male, Private
1393,8501,45,0,1902, United-States, Masters,14,360393,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
